       0      0.01000000       26.939987        2.599115        2.775654
       1      0.01000000        6.799953        1.688495        1.987089
       2      0.01000000        5.928720        1.805542        1.844438
       3      0.01000000        6.143316        1.619154        1.837438
       4      0.01000000        5.463485        1.837508        1.737418
       5      0.01000000        5.475019        1.745756        1.721843
       6      0.01000000        5.295619        1.725432        1.673265
       7      0.01000000        4.491453        1.390960        1.562878
       8      0.01000000        4.266376        1.385274        1.519471
       9      0.01000000        4.085760        1.716067        1.481154
      10      0.01000000        4.118769        1.442558        1.482172
      11      0.01000000        4.419103        1.713774        1.517183
      12      0.01000000        4.228043        1.481177        1.496293
      13      0.01000000        3.856333        1.352939        1.429908
      14      0.01000000        3.886747        1.916673        1.434526
      15      0.01000000        3.672201        1.427854        1.398305
      16      0.01000000        3.758591        1.710792        1.419336
      17      0.01000000        3.560276        1.244286        1.378703
      18      0.01000000        3.432918        1.399999        1.352780
      19      0.01000000        3.377484        1.263165        1.340441
      20      0.01000000        3.259676        1.187601        1.320417
      21      0.01000000        3.453703        1.202047        1.332783
      22      0.01000000        3.202710        1.915654        1.287150
      23      0.01000000        3.256276        1.279746        1.312695
      24      0.01000000        3.379838        1.179858        1.319706
      25      0.01000000        3.241829        1.344892        1.299263
      26      0.01000000        3.259636        1.295573        1.307175
      27      0.01000000        3.320140        1.296574        1.293918
      28      0.01000000        3.210329        1.335398        1.282272
      29      0.01000000        3.253287        1.417111        1.311879
      30      0.01000000        4.128924        1.282137        1.384637
      31      0.01000000        3.444584        1.183887        1.304897
      32      0.01000000        3.362424        1.428654        1.317177
      33      0.01000000        3.214303        1.391631        1.294932
      34      0.01000000        3.427026        1.439112        1.331843
      35      0.01000000        3.618818        1.309701        1.381702
      36      0.01000000        3.517562        1.333989        1.370675
      37      0.01000000        3.569388        1.757703        1.396715
      38      0.01000000        3.367238        1.610821        1.354999
      39      0.01000000        3.388774        1.273692        1.360384
      40      0.01000000        3.329430        1.447228        1.348675
      41      0.01000000        3.401040        1.238209        1.352813
      42      0.01000000        3.300372        1.297510        1.341426
      43      0.01000000        3.343817        1.322004        1.348436
      44      0.01000000        3.211186        1.290350        1.319294
      45      0.01000000        3.203263        1.245122        1.319667
      46      0.01000000        3.258272        1.237171        1.326473
      47      0.01000000        3.216292        1.590382        1.325336
      48      0.01000000        3.187017        1.189512        1.320996
      49      0.01000000        3.209994        1.235628        1.327947
      50      0.01000000        3.103202        1.243407        1.297513
      51      0.01000000        3.179758        1.257113        1.313528
      52      0.01000000        3.106518        1.198964        1.291661
      53      0.01000000        3.177597        1.484708        1.313516
      54      0.01000000        2.991514        1.192861        1.264116
      55      0.01000000        3.034110        1.197059        1.280592
      56      0.01000000        2.958933        1.320363        1.256377
      57      0.01000000        3.041083        1.218493        1.275582
      58      0.01000000        3.058006        1.249269        1.274604
      59      0.01000000        3.134528        1.241474        1.293494
      60      0.01000000        2.953870        1.428187        1.251447
      61      0.01000000        2.851367        1.308159        1.230467
      62      0.01000000        3.027314        1.203250        1.272830
      63      0.01000000        2.965104        1.132039        1.254719
      64      0.01000000        2.883747        1.192309        1.233765
      65      0.01000000        2.973830        1.262349        1.262134
      66      0.01000000        2.798456        1.122837        1.215819
      67      0.01000000        2.949477        1.266999        1.257248
      68      0.01000000        2.864662        1.512140        1.234802
      69      0.01000000        2.947549        1.450060        1.241818
      70      0.01000000        2.890869        1.179288        1.235857
      71      0.01000000        2.769521        1.240656        1.212420
      72      0.01000000        2.698832        1.302715        1.190992
      73      0.01000000        2.785760        1.430782        1.210129
      74      0.01000000        2.707257        1.106055        1.193736
      75      0.01000000        2.713591        1.200646        1.199886
      76      0.01000000        2.667371        1.408280        1.180873
      77      0.01000000        2.772248        1.085036        1.208572
      78      0.01000000        2.664188        1.137452        1.184766
      79      0.01000000        2.710769        1.677684        1.194780
      80      0.01000000        2.657803        1.233880        1.181833
      81      0.01000000        2.582986        1.360135        1.167225
      82      0.01000000        2.662185        1.081909        1.181792
      83      0.01000000        2.605817        1.215516        1.168236
      84      0.01000000        2.481304        1.066065        1.139290
      85      0.01000000        2.595663        1.078512        1.164651
      86      0.01000000        2.496424        1.197504        1.147345
      87      0.01000000        2.582265        1.359821        1.164137
      88      0.01000000        2.480351        1.481046        1.137706
      89      0.01000000        2.494603        1.122324        1.147118
      90      0.01000000        2.571766        1.084367        1.151806
      91      0.01000000        2.556996        1.229010        1.153128
      92      0.01000000        2.423226        1.168803        1.123036
      93      0.01000000        2.399950        1.143623        1.113008
      94      0.01000000        2.484649        1.208417        1.142092
      95      0.01000000        2.487261        1.132437        1.142311
      96      0.01000000        2.409535        1.045648        1.117808
      97      0.01000000        2.444665        1.606768        1.130290
      98      0.01000000        2.449846        1.285118        1.130705
      99      0.01000000        2.381558        1.193074        1.111843
     100      0.01000000        2.411376        1.127123        1.115744
     101      0.01000000        2.377746        1.322199        1.108435
     102      0.01000000        2.382390        1.094944        1.116309
     103      0.01000000        2.377162        1.377139        1.111695
     104      0.01000000        2.350248        1.117419        1.105350
     105      0.01000000        2.494936        1.151334        1.114066
     106      0.01000000        2.352907        1.362819        1.089697
     107      0.01000000        2.395101        1.116632        1.106609
     108      0.01000000        2.260160        1.195588        1.069636
     109      0.01000000        2.324201        1.418153        1.101237
     110      0.01000000        2.214900        1.348562        1.064819
     111      0.01000000        2.230101        1.277606        1.070212
