       0      0.01000000      340.903412        2.358917
       1      0.01000000       25.165010        1.939162
       2      0.01000000        1.689384        0.550115
       3      0.01000000        5.943038        0.927598
       4      0.01000000        1.402793        0.525831
       5      0.01000000        1.504394        0.590878
       6      0.01000000        4.305639        1.005788
       7      0.01000000        1.827206        0.698910
       8      0.01000000        1.849512        0.714863
       9      0.01000000        2.759008        0.760112
      10      0.01000000        1.280844        0.599099
      11      0.01000000        6.398732        1.082964
      12      0.01000000        1.457733        0.540544
      13      0.01000000        2.154405        0.588346
      14      0.01000000        1.518859        0.551081
      15      0.01000000        1.219803        0.613832
      16      0.01000000        0.997856        0.570245
      17      0.01000000        0.927510        0.589022
      18      0.01000000     2081.467285        4.282266
      19      0.01000000       11.654442        1.238073
      20      0.01000000       15.988530        1.493055
      21      0.01000000        6.952569        0.812273
      22      0.01000000       26.081738        1.133253
      23      0.01000000     1236.068359        2.200407
      24      0.01000000        9.862343        1.044095
      25      0.01000000    94136.539062        7.938684
      26      0.01000000    75375.710938        7.129504
      27      0.01000000    17402.708984       15.162109
      28      0.01000000      902.662048        9.376836
      29      0.01000000      106.842102        7.312972
      30      0.01000000     2686.030029        8.811864
      31      0.01000000      563.057922        8.281094
      32      0.01000000       94.556923        7.184820
      33      0.01000000       94.125931        7.185658
      34      0.01000000     2948.343750        7.963216
      35      0.01000000      109.848839        7.302851
      36      0.01000000       95.265526        7.193900
      37      0.01000000    13401.261719       10.267776
      38      0.01000000     5575.050293       11.560084
      39      0.01000000      971.778442        9.198635
      40      0.01000000       98.796463        7.184922
      41      0.01000000       98.224449        7.183630
      42      0.01000000       97.610970        7.184879
      43      0.01000000       96.936745        7.185814
      44      0.01000000       96.102753        7.186878
      45      0.01000000       95.067726        7.188013
      46      0.01000000       93.931190        7.190845
      47      0.01000000    26889.419922       13.324994
      48      0.01000000      140.264954        8.418449
      49      0.01000000       92.531670        7.186042
      50      0.01000000      655.772095        9.032606
      51      0.01000000       92.192596        7.187975
      52      0.01000000       91.580086        7.192184
      53      0.01000000       93.248924        7.229412
      54      0.01000000       89.948906        7.187737
      55      0.01000000       89.145706        7.192236
      56      0.01000000      313.050598        7.880221
      57      0.01000000       88.852974        7.204989
      58      0.01000000       94.786751        7.313302
      59      0.01000000    83264.382812       24.009325
      60      0.01000000       91.976570        7.184523
      61      0.01000000       91.489243        7.184776
      62      0.01000000     1057.263550        8.813136
      63      0.01000000       91.304466        7.185729
      64      0.01000000       92.442024        7.217200
      65      0.01000000       90.429710        7.186580
      66      0.01000000       90.351570        7.195873
      67      0.01000000       90.057426        7.203336
      68      0.01000000   318417.968750       55.144859
      69      0.01000000      288.236481        5.294750
      70      0.01000000       41.579067        2.745233
      71      0.01000000       32.492699        1.746661
      72      0.01000000       91.068207        2.632066
      73      0.01000000       31.848059        1.332422
      74      0.01000000   853280.875000       82.333733
      75      0.01000000     1673.285278       36.345673
      76      0.01000000      147.309830        8.908337
      77      0.01000000      104.750778        7.189005
      78      0.01000000      103.978127        7.185406
      79      0.01000000      103.366798        7.184809
      80      0.01000000      102.782875        7.185366
      81      0.01000000      102.219917        7.185614
      82      0.01000000      101.685585        7.186647
      83      0.01000000      101.065369        7.181510
      84      0.01000000      100.497139        7.184473
      85      0.01000000 12193167.000000      248.665482
      86      0.01000000    17254.142578       36.956387
      87      0.01000000    74246.906250       20.306376
      88      0.01000000      149.996216        7.662454
      89      0.01000000      407.920135        8.205486
      90      0.01000000      129.092224        7.136019
      91      0.01000000      114.405563        6.617780
      92      0.01000000   770608.750000       46.760281
      93      0.01000000      118.866890        6.261179
      94      0.01000000      101.843658        5.503097
      95      0.01000000      107.740463        5.835544
      96      0.01000000      134.888443        6.510991
      97      0.01000000      103.333336        5.749223
      98      0.01000000      131.771011        6.927599
      99      0.01000000      110.348770        6.130127
     100      0.01000000      136.527039        7.390162
     101      0.01000000  9773918.000000      128.980576
     102      0.01000000      132.458664        7.338794
     103      0.01000000    38392.664062       13.715803
     104      0.01000000    55870.570312       15.188058
     105      0.01000000      140.615540        7.475982
     106      0.01000000      134.098663        7.477159
     107      0.01000000 10409294.000000      128.281113
     108      0.01000000    46303.648438       18.348766
     109      0.01000000   583144.437500       35.834503
     110      0.01000000     9748.781250       11.796101
     111      0.01000000      132.268005        7.254981
     112      0.01000000     7091.965820       10.148133
     113      0.01000000      137.098373        7.471946
     114      0.01000000      137.401642        7.493330
     115      0.01000000     2698.520752        9.653486
     116      0.01000000      135.833267        7.470989
