       0        0.010000       38.326149        2.737000
       1        0.010000        5.281584        1.652168
       2        0.010000        4.716087        1.534616
       3        0.010000        4.327689        1.448794
       4        0.010000        3.794532        1.307037
       5        0.010000        2.621122        1.142608
       6        0.010000        4.465462        1.297902
       7        0.010000        4.343490        1.314850
       8        0.010000        4.636568        1.352597
       9        0.010000        4.961541        1.476298
      10        0.010000        4.006814        1.402090
      11        0.010000        4.261981        1.436350
      12        0.010000        6.805433        1.428371
      13        0.010000        4.092628        1.415649
      14        0.010000        3.544117        1.333837
      15        0.010000        3.249106        1.300215
      16        0.010000        3.344790        1.328806
      17        0.010000        3.181927        1.297702
      18        0.010000        5.032650        1.440817
      19        0.010000       28.825748        1.818586
      20        0.010000       54.283306        2.326450
      21        0.010000       23.477461        3.289619
      22        0.010000        6.608841        1.613435
      23        0.010000       17.402105        1.861228
      24        0.010000        7.934645        1.660021
      25        0.010000        4.685294        1.428224
      26        0.010000       16.600916        1.917118
      27        0.010000       10.979981        2.209298
      28        0.010000       84.684486        5.432167
      29        0.010000       76.624298        7.013795
      30        0.010000       76.480957        7.014726
      31        0.010000       76.314835        7.017348
      32        0.010000       76.158142        7.016404
      33        0.010000       76.028656        7.017874
      34        0.010000       75.855492        7.015840
      35        0.010000       76.455925        7.022112
      36        0.010000   515224.218750       27.162628
      37        0.010000      520.931580        7.845249
      38        0.010000       86.293793        7.088781
      39        0.010000      489.851868        7.910732
      40        0.010000      377.229523        7.459852
      41        0.010000      121.869133        7.172766
      42        0.010000     1739.173584        8.061172
      43        0.010000       78.315353        7.011462
      44        0.010000       78.230034        7.012658
      45        0.010000       78.105957        7.012473
      46        0.010000       77.915283        7.011933
      47        0.010000       77.628113        7.012298
      48        0.010000       77.316391        7.016862
      49        0.010000       76.930008        7.013896
      50        0.010000      534.752930        8.032604
      51        0.010000       85.732750        7.078611
      52        0.010000     1015.816345        7.870683
      53        0.010000       77.055260        7.012227
      54        0.010000       76.876595        7.013022
      55        0.010000    14986.194336       10.676385
      56        0.010000       76.680801        7.011223
      57        0.010000      176.388412        7.261226
      58        0.010000       77.943489        7.037401
      59        0.010000     3535.709961        8.625854
      60        0.010000     2590.491455        8.441900
      61        0.010000    35316.468750       12.616399
      62        0.010000  1565629.750000       41.259869
      63        0.010000     4143.448730        9.585815
      64        0.010000       86.131371        7.071744
      65        0.010000       80.121902        7.014811
      66        0.010000      137.911087        7.200889
      67        0.010000       81.178932        7.038501
      68        0.010000       79.596199        7.011496
      69        0.010000       79.482529        7.011428
      70        0.010000       79.377602        7.011495
      71        0.010000       79.285873        7.012054
      72        0.010000       79.198906        7.012688
      73        0.010000       79.086792        7.012362
      74        0.010000       78.986366        7.013238
      75        0.010000       78.861053        7.015089
      76        0.010000      891.529541        7.953246
      77        0.010000       79.151382        7.010470
      78        0.010000     4527.287598        8.945502
      79        0.010000       78.155769        7.011559
      80        0.010000       77.703522        7.011346
      81        0.010000       77.376991        7.012825
      82        0.010000       77.134995        7.013778
      83        0.010000       76.957069        7.014745
      84        0.010000       76.707932        7.014947
      85        0.010000       76.489388        7.014797
      86        0.010000       76.297699        7.017355
      87        0.010000     1159.214355        7.965375
      88        0.010000     1089.465820        8.121764
      89        0.010000      138.619537        7.277336
      90        0.010000     2957.120361        8.781697
      91        0.010000     9263.362305       10.406646
      92        0.010000      134.773941        9.605996
      93        0.010000       98.434174        8.042103
      94        0.010000       79.674934        7.120857
      95        0.010000 80677928.000000      277.548309
      96        0.010000      101.274948        7.615349
      97        0.010000       73.474487        6.604961
      98        0.010000       78.401909        6.664491
      99        0.010000       73.010536        6.593979
     100        0.010000       72.716682        6.586226
     101        0.010000       64.170807        6.016227
     102        0.010000      134.271835        8.285747
     103        0.010000      147.773743        9.851748
     104        0.010000       94.176399        7.617765
     105        0.005000       80.535492        7.032666
     106        0.005000       79.566277        7.011838
     107        0.005000       79.454468        7.011694
     108        0.005000       79.371170        7.011604
     109        0.005000       79.287704        7.010803
     110        0.005000       79.205788        7.011939
     111        0.005000       79.076607        7.011210
     112        0.005000       78.904457        7.011191
     113        0.005000       78.662781        7.012095
     114        0.005000       78.381104        7.011360
     115        0.005000       78.100021        7.012543
     116        0.005000       77.805443        7.011998
     117        0.005000       77.526360        7.013294
     118        0.005000       77.225113        7.014993
     119        0.005000       76.917007        7.015095
     120        0.005000       76.566971        7.012124
     121        0.005000       76.303032        7.013927
     122        0.005000       76.092880        7.015068
     123        0.005000       75.814240        7.011292
     124        0.005000       75.670448        7.013612
     125        0.005000       75.607727        7.012861
     126        0.005000       75.728172        7.018067
     127        0.005000       34.482071        3.305553
     128        0.005000        4.083435        1.424541
     129        0.005000        4.384828        1.335064
     130        0.005000        3.933768        1.230207
     131        0.005000        3.570050        1.136137
     132        0.005000        4.143781        1.178649
     133        0.005000        3.442539        1.087396
     134        0.005000        3.767796        1.133139
     135        0.005000        3.693235        1.129709
     136        0.005000        3.612624        1.118280
     137        0.005000        3.543916        1.111596
     138        0.005000        3.168041        1.039812
     139        0.005000        3.222233        1.064348
     140        0.005000      153.121078        1.364357
     141        0.005000       76.405357        7.015802
     142        0.005000       76.387901        7.015162
     143        0.005000       76.391190        7.016793
     144        0.005000       76.387627        7.017276
     145        0.005000       76.339203        7.016795
     146        0.005000       76.328033        7.016508
     147        0.005000  8272923.000000       79.245247
     148        0.005000       76.673332        7.015575
     149        0.005000       22.112419        2.975379
     150        0.005000        8.349778        1.818976
     151        0.005000        7.896051        1.721287
     152        0.005000        7.491656        1.669869
     153        0.005000        6.986777        1.590519
     154        0.005000        6.257531        1.508860
     155        0.005000        5.366174        1.454081
     156        0.005000        4.605415        1.377152
     157        0.005000        4.122285        1.311463
     158        0.005000        3.753978        1.226326
     159        0.005000        3.780656        1.237892
     160        0.005000        3.881675        1.233423
     161        0.005000        3.540578        1.190095
     162        0.005000        3.485792        1.197660
     163        0.005000        3.377670        1.194153
     164        0.005000        3.381798        1.196290
     165        0.005000        3.326092        1.198665
     166        0.005000        2.864744        1.155538
     167        0.005000        2.857751        1.180822
     168        0.005000        3.231711        1.213806
     169        0.005000        2.611433        1.148872
     170        0.005000        2.519638        1.142081
     171        0.005000        2.462096        1.133904
     172        0.005000        2.357730        1.115353
     173        0.005000        2.284077        1.096969
     174        0.005000        2.281643        1.089128
     175        0.005000        2.207300        1.071877
     176        0.005000        3.536310        1.157706
     177        0.005000        3.974312        1.199267
     178        0.005000        3.848607        1.179122
     179        0.005000        3.735203        1.166645
     180        0.005000        3.625166        1.158114
     181        0.005000        3.459676        1.205755
     182        0.005000        2.417652        1.061128
     183        0.005000        2.165275        1.034153
     184        0.005000        2.078031        1.015855
     185        0.005000        2.184105        1.032313
     186        0.005000        2.088492        1.019894
     187        0.005000        2.059137        1.003842
